repository_name,title_length,description_length,files_changed,lines_added,lines_deleted,time_to_merge,num_commits,is_bug_fix,num_comments,num_reviewers,merge_status,author_experience,author_tenure,review_time,num_approvals,review_sentiment_score,code_quality_bad,code_quality_best,code_quality_good,code_quality_great,code_quality_medium,code_quality_the best,code_quality_worst
opencv,29,-0.041869511,-0.16255359,-0.028524023,-0.085241598,-0.222368723,-0.350187418,1,-0.589332701,-0.07610686,0,-0.428779977,-0.998766357,-0.126710976,-0.921076225,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,26,-0.053154564,-0.16255359,-0.027387922,-0.082897689,-0.270251364,-0.350187418,0,-0.589332701,-0.07610686,1,-0.384949518,-0.06808245,-0.124476997,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,26,-0.058091775,-0.16255359,-0.0260246,-0.082897689,-0.222368723,-0.350187418,0,-0.589332701,-1.02562284,0,-0.384949518,-0.06808245,-0.127036723,-0.921076225,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,38,-0.356440365,-0.16255359,-0.027842362,-0.082897689,-0.278895384,-0.350187418,0,-0.201128694,-0.07610686,1,-0.437382216,0.45827173719909214,-0.125827027,0.4125985262699716,1.5629715297959705,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,51,-0.070082144,-0.16255359,-0.028296803,-0.087585506,-0.236771815,-0.350187418,1,-0.589332701,-0.07610686,1,0.219665027,0.46354847090380086,-0.119449924,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,70,-0.041164196,-0.16255359,-0.028296803,-0.080553781,-0.222368723,-0.350187418,0,-0.201128694,-1.02562284,0,-0.433695542,0.5301672339257443,-0.127036723,-0.921076225,-0.63772148,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,9,-0.099705408,-0.033304269,-0.027615142,-0.075865964,-0.116396636,0.078285775,0,-0.589332701,-0.07610686,1,-0.433695542,0.5295076422126557,-0.100340304,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,62,-0.096884145,-0.16255359,-0.028296803,-0.075865964,-0.04519962,-0.350187418,0,-0.589332701,-0.07610686,1,-0.436153325,-0.767249666,-0.089151333,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,84,1.4809073354278361,-0.16255359,-0.021707414,-0.014924347,0.653548076,0.9352321609623548,0,-0.589332701,-0.07610686,1,-0.427551085,-0.58784072,0.020499828,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,21,-0.058797091,-0.16255359,-0.028069582,-0.080553781,-0.277211873,-0.350187418,1,-0.395230697,-0.07610686,1,-0.436562955,0.45827173719909214,-0.125870277,0.4125985262699716,-0.383795363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
opencv,27,-0.108874514,-0.16255359,-0.027615142,-0.085241598,-0.222368723,-0.350187418,0,0.1870753123328291,0.8734091197212674,0,-0.436562955,0.45827173719909214,-0.107475525,-0.921076225,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,25,-0.020004721,-0.09792893,-0.022616296,-0.080553781,-0.265164198,-0.350187418,1,-0.201128694,1.8229250994904755,1,0.219665027,0.4543141869205611,-0.123566785,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,40,-0.108874514,-0.16255359,-0.026706261,-0.066490331,-0.222368723,-0.350187418,0,-0.007026691,-1.02562284,0,-0.437382216,-1.899109045,-0.127036723,-0.921076225,1.3407861778702765,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,83,1.8653044551666453,-0.16255359,-0.01829911,-0.064146422,-0.276247726,0.5067589679985287,0,-0.395230697,-0.07610686,1,-0.427551085,-0.590479087,-0.125915487,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,42,-0.008719668,-0.09792893,-0.028296803,-0.082897689,-0.182745442,-0.350187418,0,-0.589332701,-0.07610686,1,-0.437382216,0.21620157849559368,-0.110738099,0.4125985262699716,-0.383795363,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,57,-0.0235313,-0.09792893,0.004422918,-0.078209873,0.00370545,-0.350187418,1,0.3811773155840366,0.8734091197212674,1,0.219665027,0.45101622835511795,0.028597527154926198,0.4125985262699716,-0.383795363,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
opencv,26,0.10624680997657147,-0.09792893,-0.003757012,-0.019612164,1.2673509169666703,0.5067589679985287,1,0.3811773155840366,-0.07610686,1,-0.430008868,-1.058789203,0.3274731098463442,1.7462732780346926,-1.815015293,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
opencv,23,0.649339988,0.8714409773080862,-0.024888498,-0.047739064,-0.043553576,-0.350187418,0,-0.589332701,-0.07610686,1,-0.436972586,-0.226384461,-0.088892747,0.4125985262699716,-0.383795363,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
